O2,P8,T8,FC6,F4,F8,AF4,label
4607.69,4185.13,4226.67,4197.95,4265.13,4602.05,4345.13,0
4630.77,4211.79,4227.18,4178.46,4278.46,4602.05,4359.49,1
4608.21,4205.13,4233.33,4210.26,4278.97,4615.9,4354.87,1
4599.49,4184.1,4212.82,4188.72,4268.21,4596.92,4346.15,0
4628.21,4211.28,4236.41,4173.33,4275.38,4602.05,4350.77,1
4610.77,4206.15,4228.21,4204.62,4281.54,4617.44,4369.23,1
4599.49,4180.51,4208.72,4182.56,4274.36,4565.64,4364.62,1
4598.46,4189.23,4244.1,4185.64,4293.33,4643.08,4408.21,1
4629.74,4203.59,4235.38,4216.92,4282.05,4619.49,4352.31,0
4602.05,4196.92,4240.51,4204.62,4281.54,4607.69,4375.9,0
4597.44,4196.41,4214.87,4169.23,4242.56,4544.62,4286.15,0
4608.21,4193.85,4225.64,4206.15,4271.79,4595.9,4354.87,0
4605.64,4200.51,4229.23,4204.1,4279.49,4593.85,4351.79,0
4686.15,4264.62,4303.08,4293.85,4357.95,4701.03,4452.31,1
4724.62,4310.77,4348.21,4325.64,4397.95,4722.56,4469.74,0
4624.1,4202.05,4244.62,4222.56,4299.49,4611.28,4387.69,1
4669.74,4255.38,4272.82,4210.77,4327.18,4625.13,4409.74,1
4606.15,4196.92,4225.13,4205.64,4277.95,4603.08,4352.31,1
4596.92,4174.36,4218.46,4184.1,4268.72,4564.62,4323.08,1
4605.64,4192.31,4191.79,4161.54,4271.79,4533.85,4323.08,1
4613.33,4195.9,4223.08,4206.67,4264.62,4598.46,4354.36,0
4604.62,4197.44,4211.79,4173.33,4273.33,4554.87,4306.15,1
4615.9,4212.31,4229.23,4209.23,4275.38,4595.38,4353.33,1
4606.15,4205.64,4224.1,4189.74,4270.77,4603.08,4350.26,1
4610.26,4202.56,4215.38,4208.21,4276.92,4590.77,4345.64,1
4616.41,4190.77,4233.85,4221.54,4284.1,4616.41,4384.1,1
4627.18,4203.08,4240,4170.77,4277.95,4600.51,4358.97,0
4627.69,4205.64,4229.23,4161.03,4277.95,4585.64,4350.26,1
4652.31,4235.38,4246.15,4216.41,4287.18,4620.51,4344.1,0
4608.21,4197.44,4223.59,4192.31,4262.05,4607.69,4330.26,0
4611.79,4202.56,4244.62,4217.95,4288.72,4610.26,4367.69,0
4595.38,4178.97,4222.56,4191.79,4298.46,4661.54,4431.79,1
4628.72,4202.56,4233.85,4205.64,4287.18,4585.13,4356.41,0
4630.26,4212.82,4246.67,4180,4278.97,4602.05,4369.74,0
4621.03,4213.33,4250.77,4221.54,4287.69,4624.1,4371.79,0
4604.62,4190.26,4223.59,4204.62,4269.23,4589.74,4349.74,0
4630.77,4215.38,4236.41,4206.67,4291.28,4618.46,4344.1,0
4612.82,4199.49,4225.13,4185.64,4276.41,4584.62,4339.49,0
4602.56,4208.72,4217.44,4209.74,4293.33,4614.87,4435.38,0
4596.92,4202.56,4247.18,4210.26,4281.54,4609.74,4350.26,1
4630.77,4205.13,4239.49,4222.56,4297.44,4627.18,4394.87,1
4625.13,4201.03,4234.36,4190.26,4276.41,4601.03,4361.54,1
4600,4196.41,4232.82,4194.36,4275.9,4599.49,4338.97,1
4610.26,4178.46,4205.13,4190.77,4265.13,4591.28,4335.38,0
4612.82,4205.64,4221.54,4194.36,4255.9,4594.36,4340,0
4613.85,4198.46,4227.69,4183.08,4253.33,4585.64,4344.62,0
4605.64,4189.74,4216.92,4199.49,4263.08,4600.51,4334.36,0
4625.64,4213.85,4251.79,4225.64,4299.49,4621.03,4373.33,0
4634.36,4212.82,4234.87,4210.77,4291.79,4614.87,4348.21,0
4608.21,4181.03,4222.56,4189.74,4272.82,4589.74,4351.28,1
4601.03,4205.13,4218.46,4201.54,4284.1,4617.95,4357.44,0
4611.28,4203.59,4200.51,4159.49,4265.13,4533.33,4288.21,1
4612.82,4205.13,4226.67,4197.95,4288.21,4615.9,4388.21,0
4600.51,4182.56,4227.69,4196.92,4266.67,4601.54,4335.38,0
4624.62,4212.82,4245.13,4214.87,4287.69,4622.05,4376.92,1
4602.56,4182.05,4208.72,4174.36,4250.77,4574.87,4337.95,1
4588.72,4178.97,4240.51,4207.69,4290.26,4616.92,4384.1,1
4605.13,4191.79,4214.36,4183.59,4267.69,4574.87,4353.85,0
4618.46,4209.23,4238.97,4223.59,4285.64,4631.28,4400,1
4620.51,4206.15,4235.38,4205.13,4265.13,4605.13,4363.59,1
4618.46,4198.46,4227.18,4177.95,4266.15,4544.62,4317.95,0
4605.13,4173.85,4216.92,4180,4254.87,4561.54,4309.23,0
4629.74,4210.26,4253.85,4209.23,4266.67,4618.46,4367.18,1
4587.69,4174.36,4228.72,4213.85,4309.74,4630.77,4468.72,0
4613.85,4202.56,4216.92,4164.1,4261.03,4582.05,4330.26,1
4608.21,4190.77,4224.1,4204.62,4269.23,4588.21,4354.87,1
4617.95,4195.9,4237.44,4190.26,4267.69,4577.95,4351.28,1
4630.26,4212.82,4207.69,4180,4284.1,4549.74,4346.15,1
4597.44,4192.31,4215.38,4182.56,4265.64,4586.15,4350.26,1
4601.54,4189.74,4221.03,4178.97,4267.69,4596.41,4372.31,1
4610.26,4208.21,4232.82,4209.23,4289.23,4622.56,4377.44,1
4671.28,4246.15,4288.72,4276.92,4324.62,4672.31,4420.51,1
4598.97,4167.69,4220,4201.03,4276.41,4586.67,4345.13,1
4628.21,4210.26,4240.51,4206.67,4285.13,4610.77,4352.82,0
4613.33,4189.74,4203.59,4173.33,4248.21,4557.95,4295.9,0
4611.79,4199.49,4227.18,4195.38,4246.67,4592.31,4350.26,1
4621.03,4205.64,4233.33,4203.08,4284.1,4610.26,4359.49,0
4624.62,4212.31,4229.23,4225.64,4287.18,4634.36,4381.54,1
4621.03,4207.18,4240.51,4220,4287.18,4637.95,4383.08,0
4626.15,4208.21,4233.85,4194.36,4278.97,4593.85,4333.85,0
4609.23,4212.31,4238.46,4208.72,4272.82,4628.21,4354.87,1
4611.79,4207.18,4236.92,4194.36,4273.85,4591.28,4343.59,0
4609.23,4193.33,4229.74,4209.23,4276.92,4620.51,4354.87,0
4593.85,4187.69,4227.18,4207.69,4290.77,4610.26,4397.95,1
4612.31,4195.38,4231.28,4200,4283.59,4623.08,4330.26,1
4627.18,4214.87,4241.03,4219.49,4292.31,4610.77,4377.44,1
4634.87,4215.9,4227.18,4188.21,4272.82,4612.31,4335.38,1
4621.54,4216.92,4234.87,4194.36,4286.15,4611.79,4357.44,0
4636.41,4206.15,4237.95,4208.21,4274.36,4584.1,4323.08,0
4611.79,4194.87,4224.62,4194.36,4270.77,4603.08,4350.26,0
4612.82,4209.23,4244.62,4215.38,4287.18,4618.46,4363.59,0
4572.82,4153.85,4177.95,4109.23,4218.46,4464.62,4227.69,0
4605.64,4187.69,4225.13,4168.72,4240.51,4544.62,4265.13,1
4603.08,4192.82,4214.36,4189.74,4250.77,4586.67,4321.54,0
4603.59,4181.54,4228.21,4192.82,4260.51,4597.44,4353.33,0
4666.15,4211.79,4228.21,4210.77,4279.49,4604.1,4340.51,0
4619.49,4186.67,4235.38,4217.44,4281.54,4626.67,4349.23,0
