AF3,F7,F3,FC5,T7,P7,O1,label
4302.56,4008.72,4265.13,4138.97,4336.41,4618.46,4088.72,1
4308.72,4017.95,4268.72,4126.67,4347.18,4613.33,4037.44,1
4288.72,4001.03,4261.03,4124.62,4344.1,4615.38,4061.03,0
4285.13,3996.41,4257.44,4107.69,4342.05,4617.95,4065.13,1
4300.51,4024.62,4263.08,4122.05,4345.13,4616.41,4074.36,1
4304.1,4031.28,4267.69,4129.74,4332.31,4616.92,4061.03,1
4339.49,3981.54,4268.72,4137.95,4326.15,4609.74,4063.08,1
4290.77,3983.59,4255.38,4117.44,4341.54,4628.72,4077.95,0
4301.03,4012.31,4250.26,4121.54,4330.77,4620,4078.46,0
4214.36,3974.36,4220,4105.64,4332.82,4620,4072.31,0
4285.64,3997.44,4258.97,4091.79,4337.44,4617.44,4066.15,0
4301.54,4025.64,4254.36,4122.05,4344.1,4617.95,4087.18,0
4385.64,4064.1,4347.69,4202.56,4425.13,4701.03,4150.77,1
4410.77,4098.97,4381.54,4234.36,4439.49,4736.41,4165.64,0
4307.18,3972.31,4265.64,4103.08,4325.64,4611.28,4074.36,1
4384.62,4052.31,4327.69,4187.69,4394.36,4667.69,4126.67,1
4277.95,3991.79,4264.1,4105.13,4335.38,4596.92,4049.23,1
4291.79,4042.56,4265.64,4144.62,4346.15,4615.9,4047.69,1
4276.41,3994.87,4266.67,4120,4335.38,4614.87,4069.74,1
4277.44,3976.41,4250.26,4103.08,4329.23,4615.38,4052.31,0
4276.41,4030.26,4261.54,4133.85,4345.64,4629.23,4106.15,1
4292.31,3998.97,4262.05,4137.95,4333.33,4614.87,4057.95,1
4293.33,3997.44,4256.92,4122.56,4331.28,4621.54,4054.87,1
4283.59,3978.46,4261.03,4113.33,4332.82,4603.59,4047.18,1
4305.64,4006.15,4272.82,4117.95,4353.85,4627.18,4099.49,1
4296.92,3997.95,4279.49,4105.13,4331.28,4627.69,4067.69,0
4293.85,3998.46,4275.9,4122.56,4336.92,4623.08,4058.97,1
4278.46,4026.67,4279.49,4135.9,4373.85,4646.67,4098.46,0
4270.26,4003.08,4250.26,4137.44,4353.85,4627.69,4070.26,0
4300.51,4006.15,4277.44,4107.18,4343.59,4625.64,4076.92,0
4362.56,3990.77,4280,4135.38,4314.87,4599.49,4066.15,1
4295.9,4009.23,4265.64,4113.85,4332.82,4618.46,4075.38,0
4297.95,4003.08,4278.97,4113.85,4344.1,4630.26,4066.15,0
4292.31,3991.28,4263.08,4122.05,4330.26,4623.08,4059.49,0
4276.92,3973.85,4254.87,4106.15,4333.33,4614.87,4040,0
4281.03,3960,4279.49,4126.15,4328.21,4636.92,4080.51,0
4280,4007.69,4263.08,4125.64,4332.82,4630.77,4071.79,0
4394.36,4085.13,4289.74,4156.92,4325.64,4605.13,4063.08,0
4298.46,4023.59,4271.79,4140,4350.26,4623.59,4074.36,1
4325.13,4015.9,4288.21,4142.56,4360.51,4628.21,4095.38,1
4301.54,4004.62,4262.05,4112.82,4335.9,4612.82,4069.23,1
4296.92,4011.28,4265.13,4136.92,4343.59,4622.05,4082.05,1
4274.36,4012.31,4244.62,4130.77,4328.21,4616.92,4073.85,0
4271.28,4024.1,4251.79,4122.05,4341.54,4627.69,4085.64,0
4266.67,3971.28,4261.03,4103.08,4322.56,4613.85,4049.74,0
4280,4023.59,4241.54,4120.51,4334.36,4615.38,4063.59,0
4318.97,4001.03,4281.54,4137.44,4348.21,4633.85,4058.46,0
4280,3958.97,4271.28,4123.59,4337.44,4634.87,4085.64,0
4287.18,3987.69,4260.51,4090.77,4319.49,4603.59,4054.36,1
4299.49,4053.33,4270.26,4132.31,4349.74,4619.49,4063.59,0
4249.23,4005.64,4245.13,4121.54,4347.69,4630.77,4112.82,1
4346.67,4033.85,4269.23,4140.51,4333.85,4617.44,4087.69,0
4275.9,3989.23,4230.26,4105.64,4326.15,4616.92,4052.31,0
4318.46,4025.13,4279.49,4133.85,4345.64,4625.64,4074.87,1
4286.15,4000.51,4243.59,4118.97,4318.97,4598.97,4063.08,1
4338.46,4054.36,4287.18,4142.05,4345.13,4619.49,4073.33,1
4284.62,4009.23,4260,4106.67,4325.13,4618.46,4088.21,0
4326.67,4022.56,4280,4138.46,4353.85,4622.05,4091.79,1
4296.41,4022.05,4250.26,4110.77,4350.77,4625.64,4078.97,1
4263.08,4006.15,4258.97,4104.1,4339.49,4624.1,4078.46,0
4250.77,4007.69,4241.03,4117.44,4336.41,4585.64,4033.33,0
4311.28,4036.41,4254.36,4131.28,4347.18,4625.64,4086.15,1
4427.18,4096.41,4284.1,4168.21,4336.92,4612.82,4071.79,0
4271.79,3985.13,4255.38,4106.67,4342.56,4620,4068.21,1
4281.03,3994.87,4260.51,4112.82,4343.59,4622.56,4091.28,1
4287.69,4023.08,4261.54,4105.64,4337.44,4619.49,4058.46,1
4284.1,4020.51,4278.97,4137.44,4344.1,4634.87,4101.03,1
4287.69,4011.28,4250.77,4130.26,4335.9,4602.05,4062.56,1
4305.64,4003.59,4247.18,4121.03,4315.9,4601.03,4067.18,1
4322.05,4034.87,4265.13,4122.05,4348.72,4618.46,4101.03,1
4361.03,4038.97,4315.9,4174.36,4407.69,4682.05,4141.03,1
4288.72,3996.92,4263.08,4123.59,4337.44,4613.85,4043.59,1
4294.36,3990.26,4273.33,4139.49,4347.69,4630.26,4086.15,0
4241.54,4026.15,4230.26,4113.85,4343.59,4626.15,4061.54,0
4289.74,4021.54,4255.9,4114.87,4347.18,4630.26,4079.49,1
4291.79,3995.38,4264.1,4107.69,4335.38,4620.51,4056.92,0
4317.44,4039.49,4258.97,4105.13,4345.13,4617.95,4104.1,1
4318.97,4015.9,4260,4139.49,4315.9,4626.67,4060.51,0
4278.46,4006.15,4256.41,4112.31,4347.69,4620.51,4080,0
4282.05,4031.79,4265.13,4135.38,4346.67,4613.33,4036.41,1
4295.38,4010.77,4266.15,4123.08,4336.92,4613.85,4060.51,0
4293.33,4034.36,4261.54,4124.62,4334.87,4615.38,4056.41,0
4346.15,3988.21,4266.15,4135.38,4344.62,4598.97,4065.64,1
4275.38,4005.64,4265.13,4111.79,4332.82,4613.85,4058.46,1
4295.38,4007.18,4275.9,4122.05,4338.46,4619.49,4090.26,1
4274.87,3997.95,4238.46,4089.74,4335.38,4618.46,4105.64,1
4304.1,4048.72,4276.92,4122.05,4351.28,4626.15,4073.33,0
4301.03,4059.49,4267.18,4154.87,4373.85,4636.92,4081.03,0
4286.15,3997.95,4269.74,4128.72,4328.21,4616.92,4056.41,0
4287.18,3994.87,4248.21,4122.05,4323.59,4614.87,4056.41,0
4202.05,4045.64,4229.23,4135.9,4333.33,4609.23,4052.31,0
4211.79,4015.9,4230.26,4107.69,4336.41,4623.08,4071.79,1
4268.72,4035.38,4237.95,4112.82,4346.15,4618.97,4066.15,0
4287.69,4007.69,4267.18,4128.21,4339.49,4611.28,4036.92,0
4297.95,4031.79,4275.9,4147.69,4365.64,4632.82,4093.33,0
4303.08,4010.26,4270.77,4148.21,4359.49,4613.33,4077.44,0
